gm_gmw_pk,bro_id,delivery_accountable_party,quality_regime,object_registration_time,latest_addition_time,registration_completion_time,latest_correction_time,under_review_time,deregistration_time,number_of_monitoring_tubes,nitg_code,well_code,owner,well_construction_date,well_removal_date,construction_standard,initial_function,well_head_protector,local_vertical_reference_point,ground_level_position,imbro_xml_url,delivered_location,ranking,coordinates
48013,GMW000000057269,20168636,IMBRO/A,2021-11-03T16:04:02+01:00,2021-11-03T16:04:02+01:00,,,,,1,B42B0156,GMW42B000156,20168636,19/04/2017,,onbekend,stand,onbekend,NAP,6.19,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057269,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>37140.000 412573.000</gml:pos>
</gml:Point>",1,(3.682613167 51.689519062)
48036,GMW000000057292,20168636,IMBRO/A,2021-11-03T16:04:22+01:00,2021-11-03T16:04:22+01:00,2021-11-03T16:04:22+01:00,,,,1,B42B0156,GMW42B000156,20168636,29/10/2014,19/04/2017,onbekend,stand,onbekend,NAP,6.19,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057292,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>37140.000 412573.000</gml:pos>
</gml:Point>",0.8,(3.682613167 51.689519062)
48005,GMW000000057261,20168636,IMBRO/A,2021-11-03T16:03:55+01:00,2021-11-03T16:03:55+01:00,,,,,1,B42B0157,GMW42B000157,20168636,13/10/2016,,onbekend,stand,onbekend,NAP,6.07,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057261,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>37198.000 412637.000</gml:pos>
</gml:Point>",1,(3.683429994 51.690106323)
48067,GMW000000057323,20168636,IMBRO/A,2021-11-03T16:04:47+01:00,2021-11-03T16:04:47+01:00,2021-11-03T16:04:47+01:00,,,,1,B42B0157,GMW42B000157,20168636,29/10/2014,13/10/2016,onbekend,stand,onbekend,NAP,6.073,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057323,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>37198.000 412637.000</gml:pos>
</gml:Point>",0.8,(3.683429994 51.690106323)
47992,GMW000000057248,20168636,IMBRO/A,2021-11-03T16:03:44+01:00,2021-11-03T16:03:44+01:00,,,,,1,B42E0020,GMW42E000020,20168636,15/07/1960,,onbekend,stand,koker,NAP,-0.91,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057248,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>46759.000 414531.000</gml:pos>
</gml:Point>",0.8,(3.821070197 51.709054951)
48095,GMW000000057351,20168636,IMBRO/A,2021-11-03T16:05:14+01:00,,,,,,3,B42E0020,GMW42E000020,20168636,18/04/1958,,onbekend,stand,koker,NAP,-0.83,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057351,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>46759.000 414531.000</gml:pos>
</gml:Point>",0.8,(3.821070197 51.709054951)
41682,GMW000000050868,20168636,IMBRO/A,2021-09-14T14:33:32+02:00,2021-09-14T14:33:32+02:00,,,,,3,B42E0023,GMW42E000023,20168636,1958,,onbekend,stand,koker,NAP,-0.95,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000050868,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>44290.000 413760.000</gml:pos>
</gml:Point>",0.8,(3.78560491 51.70164414)
41778,GMW000000050964,20168636,IMBRO/A,2021-09-14T14:34:30+02:00,2021-09-14T14:34:30+02:00,,,,,1,B42E0023,GMW42E000023,20168636,22/03/1963,,onbekend,stand,koker,NAP,-0.95,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000050964,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>44290.000 413760.000</gml:pos>
</gml:Point>",0.8,(3.78560491 51.70164414)
41661,GMW000000050847,20168636,IMBRO/A,2021-09-14T14:33:19+02:00,,,,,,1,B42E0033,GMW42E000033,20168636,1990,,onbekend,stand,koker,NAP,5.16,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000050847,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>42540.000 416350.000</gml:pos>
</gml:Point>",1,(3.75946016 51.72456789)
41813,GMW000000050999,20168636,IMBRO/A,2021-09-14T14:34:53+02:00,2021-09-14T14:34:53+02:00,2021-09-14T14:34:53+02:00,,,,1,B42E0033,GMW42E000033,20168636,14/12/1956,1990,onbekend,stand,koker,NAP,5.23,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000050999,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>42540.000 416350.000</gml:pos>
</gml:Point>",0.8,(3.75946016 51.72456789)
48011,GMW000000057267,20168636,IMBRO/A,2021-11-03T16:04:01+01:00,2021-11-03T16:04:01+01:00,,,,,1,B42E0042,GMW42E000042,20168636,13/07/1973,,onbekend,kwaliteitStand,koker,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057267,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>48211.000 416712.000</gml:pos>
</gml:Point>",0.6,(3.841401727 51.728931947)
48032,GMW000000057288,20168636,IMBRO/A,2021-11-03T16:04:18+01:00,2021-11-03T16:04:18+01:00,,,,,4,B42E0042,GMW42E000042,20168636,01/10/1962,,onbekend,kwaliteitStand,koker,NAP,-0.6,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057288,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>48211.000 416712.000</gml:pos>
</gml:Point>",0.8,(3.841401727 51.728931947)
48080,GMW000000057336,20168636,IMBRO/A,2021-11-03T16:04:58+01:00,2021-11-03T16:04:58+01:00,,,,,1,B42E0044,GMW42E000044,20168636,1981,,onbekend,stand,koker,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057336,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>44380.000 417879.000</gml:pos>
</gml:Point>",0.6,(3.785595232 51.738673682)
48105,GMW000000057361,20168636,IMBRO/A,2021-11-03T16:05:23+01:00,2021-11-03T16:05:23+01:00,,,,,4,B42E0044,GMW42E000044,20168636,12/07/1963,,onbekend,stand,koker,NAP,0.5,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000057361,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>44380.000 417879.000</gml:pos>
</gml:Point>",0.8,(3.785595232 51.738673682)
41513,GMW000000050699,20168636,IMBRO/A,2021-09-14T14:31:36+02:00,,,,,,1,B42E0286,GMW42E000286,20168636,26/05/1986,,onbekend,stand,pot,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000050699,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>42300.000 416910.000</gml:pos>
</gml:Point>",0.8,(3.75580605 51.72955149)
41826,GMW000000051012,20168636,IMBRO/A,2021-09-14T14:35:03+02:00,2021-09-14T14:35:03+02:00,2021-09-14T14:35:03+02:00,,,,1,B42E0286,GMW42E000286,20168636,10/01/1964,26/05/1986,onbekend,stand,pot,NAP,4.74,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000051012,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>42300.000 416910.000</gml:pos>
</gml:Point>",0.8,(3.75580605 51.72955149)
46555,GMW000000055790,50200097,IMBRO/A,2021-10-16T18:25:09+02:00,2021-10-16T18:25:09+02:00,2021-10-16T18:25:09+02:00,,,,1,B42E0299,GMW42E000299,27376655,27/06/1969,14/11/1972,onbekend,stand,pot,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000055790,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>41845.000 415610.000</gml:pos>
</gml:Point>",0.66666,(3.74964563 51.7177785)
46657,GMW000000055892,50200097,IMBRO/A,2021-10-16T18:26:09+02:00,,,,,,1,B42E0299,GMW42E000299,27376655,28/12/1972,,onbekend,stand,pot,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000055892,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>41845.000 415610.000</gml:pos>
</gml:Point>",0.8,(3.74964563 51.7177785)
46718,GMW000000055953,50200097,IMBRO/A,2021-10-16T18:26:43+02:00,,2021-10-16T18:26:43+02:00,,,,1,B42E0299,GMW42E000299,27376655,14/10/1963,27/06/1969,onbekend,stand,pot,NAP,5.95,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000055953,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>41845.000 415610.000</gml:pos>
</gml:Point>",0.8,(3.74964563 51.7177785)
46798,GMW000000056033,50200097,IMBRO/A,2021-10-16T18:27:27+02:00,,2021-10-16T18:27:27+02:00,,,,1,B42E0299,GMW42E000299,27376655,14/11/1972,28/12/1972,onbekend,stand,pot,NAP,5.96,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056033,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>41845.000 415610.000</gml:pos>
</gml:Point>",0.93334,(3.74964563 51.7177785)
46651,GMW000000055886,50200097,IMBRO/A,2021-10-16T18:26:06+02:00,,2021-10-16T18:26:06+02:00,,,,1,B42E0301,GMW42E000301,27376655,25/06/1969,07/12/1972,onbekend,stand,geen,NAP,-0.58,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000055886,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>44880.000 415840.000</gml:pos>
</gml:Point>",0.8,(3.7934783 51.72045067)
46784,GMW000000056019,50200097,IMBRO/A,2021-10-16T18:27:19+02:00,,,,,,1,B42E0301,GMW42E000301,27376655,07/12/1972,,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056019,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>44880.000 415840.000</gml:pos>
</gml:Point>",0.8,(3.7934783 51.72045067)
55902,GMW000000066421,50200097,IMBRO/A,2023-03-03T17:28:52+01:00,,2023-03-03T17:28:52+01:00,,,,1,B42E0304,GMW42E000304,27376655,10/01/1964,28/08/1969,onbekend,stand,geen,NAP,4.77,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066421,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>40910.000 415100.000</gml:pos>
</gml:Point>",0.8,(3.736287223 51.713006054)
55903,GMW000000066422,50200097,IMBRO/A,2023-03-03T17:28:57+01:00,2023-03-03T17:28:57+01:00,,,,,1,B42E0304,GMW42E000304,27376655,28/08/1969,,onbekend,stand,geen,NAP,4.83,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066422,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>40910.000 415100.000</gml:pos>
</gml:Point>",1,(3.736287223 51.713006054)
55904,GMW000000066423,50200097,IMBRO/A,2023-03-03T17:29:03+01:00,2023-03-03T17:29:03+01:00,2023-03-03T17:29:03+01:00,,,,1,B42E0306,GMW42E000306,27376655,10/01/1964,30/08/1971,onbekend,stand,geen,NAP,-0.42,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066423,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>42700.000 415590.000</gml:pos>
</gml:Point>",0.8,(3.762020717 51.717771)
55905,GMW000000066424,50200097,IMBRO/A,2023-03-03T17:29:07+01:00,,,,,,1,B42E0306,GMW42E000306,27376655,30/08/1971,,onbekend,stand,geen,NAP,-0.45,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066424,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>42700.000 415590.000</gml:pos>
</gml:Point>",1,(3.762020717 51.717771)
55906,GMW000000066425,50200097,IMBRO/A,2023-03-03T17:29:10+01:00,,2023-03-03T17:29:10+01:00,,,,1,B42E0307,GMW42E000307,27376655,10/01/1964,30/08/1971,onbekend,stand,geen,NAP,-0.49,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066425,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>42760.000 415510.000</gml:pos>
</gml:Point>",0.8,(3.762914528 51.717064194)
55907,GMW000000066426,50200097,IMBRO/A,2023-03-03T17:29:15+01:00,,,,,,1,B42E0307,GMW42E000307,27376655,30/08/1971,,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066426,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>42760.000 415510.000</gml:pos>
</gml:Point>",0.8,(3.762914528 51.717064194)
55910,GMW000000066429,50200097,IMBRO/A,2023-03-03T17:29:27+01:00,,2023-03-03T17:29:27+01:00,,,,1,B42E0310,GMW42E000310,27376655,10/01/1964,29/06/1964,onbekend,stand,geen,NAP,-0.87,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066429,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>42830.000 415100.000</gml:pos>
</gml:Point>",0.8,(3.764059462 51.713394154)
55911,GMW000000066430,50200097,IMBRO/A,2023-03-03T17:29:32+01:00,2023-03-03T17:29:32+01:00,,,,,1,B42E0310,GMW42E000310,27376655,29/06/1964,,onbekend,stand,geen,NAP,-0.9,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066430,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>42830.000 415100.000</gml:pos>
</gml:Point>",1,(3.764059462 51.713394154)
55913,GMW000000066432,50200097,IMBRO/A,2023-03-03T17:29:40+01:00,2023-03-03T17:29:40+01:00,2023-03-03T17:29:40+01:00,,,,1,B42E0314,GMW42E000314,27376655,10/01/1964,30/08/1971,onbekend,stand,geen,NAP,0.08,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066432,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>42180.000 414900.000</gml:pos>
</gml:Point>",0.8,(3.754722246 51.7114664)
55914,GMW000000066433,50200097,IMBRO/A,2023-03-03T17:29:45+01:00,,2023-03-03T17:29:45+01:00,,,,1,B42E0314,GMW42E000314,27376655,30/08/1971,28/08/1973,onbekend,stand,geen,NAP,0.07,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066433,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>42180.000 414900.000</gml:pos>
</gml:Point>",0.9,(3.754722246 51.7114664)
55915,GMW000000066434,50200097,IMBRO/A,2023-03-03T17:29:48+01:00,,,,,,1,B42E0314,GMW42E000314,27376655,28/08/1973,,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066434,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>42180.000 414900.000</gml:pos>
</gml:Point>",0.8,(3.754722246 51.7114664)
46627,GMW000000055862,50200097,IMBRO/A,2021-10-16T18:25:51+02:00,2021-10-16T18:25:51+02:00,,,,,1,B42E0326,GMW42E000326,27376655,28/12/1972,,onbekend,stand,pot,NAP,5.14,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000055862,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>40320.000 412820.000</gml:pos>
</gml:Point>",1,(3.72850492 51.69239871)
46685,GMW000000055920,50200097,IMBRO/A,2021-10-16T18:26:24+02:00,,2021-10-16T18:26:24+02:00,,,,1,B42E0326,GMW42E000326,27376655,28/10/1966,28/12/1972,onbekend,stand,pot,NAP,5.15,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000055920,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>40320.000 412820.000</gml:pos>
</gml:Point>",0.9,(3.72850492 51.69239871)
46722,GMW000000055957,50200097,IMBRO/A,2021-10-16T18:26:45+02:00,2021-10-16T18:26:45+02:00,2021-10-16T18:26:45+02:00,,,,1,B42E0326,GMW42E000326,27376655,10/01/1964,28/10/1966,onbekend,stand,pot,NAP,5.16,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000055957,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>40320.000 412820.000</gml:pos>
</gml:Point>",0.8,(3.72850492 51.69239871)
55920,GMW000000066439,50200097,IMBRO/A,2023-03-03T17:30:12+01:00,2023-03-03T17:30:12+01:00,2023-03-03T17:30:12+01:00,,,,1,B42E0327,GMW42E000327,27376655,10/01/1964,30/08/1971,onbekend,stand,geen,NAP,0.08,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066439,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>41020.000 412650.000</gml:pos>
</gml:Point>",0.8,(3.738681165 51.691014072)
55921,GMW000000066440,50200097,IMBRO/A,2023-03-03T17:30:17+01:00,2023-03-03T17:30:17+01:00,,,,,1,B42E0327,GMW42E000327,27376655,30/08/1971,,onbekend,stand,geen,NAP,0.07,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066440,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>41020.000 412650.000</gml:pos>
</gml:Point>",1,(3.738681165 51.691014072)
41655,GMW000000050841,20168636,IMBRO/A,2021-09-14T14:33:15+02:00,2021-09-14T14:33:15+02:00,,,,,15,B42F0023,GMW42F000023,20168636,28/05/1965,,onbekend,stand,koker,NAP,-0.4,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000050841,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>59820.000 412910.000</gml:pos>
</gml:Point>",0.8,(4.01043644 51.69686195)
41871,GMW000000051057,20168636,IMBRO/A,2021-09-14T14:35:36+02:00,2021-09-14T14:35:36+02:00,2021-09-14T14:35:36+02:00,,,,1,B42F0023,GMW42F000023,20168636,14/01/1975,20/07/2004,onbekend,stand,koker,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000051057,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>59820.000 412910.000</gml:pos>
</gml:Point>",0.6,(4.01043644 51.69686195)
36971,GMW000000045855,27364178,IMBRO/A,2021-02-25T14:04:24+01:00,2021-02-25T14:04:24+01:00,,,,,1,B42F0025,GMW42F000025,27364178,15/04/1976,,onbekend,stand,koker,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000045855,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>51310.000 418250.000</gml:pos>
</gml:Point>",0.6,(3.8857866 51.74333545)
